ObjectID,Speed,Heading,Elevation,Aleket_cnt
734.0,0.055,274.0,-47.6,2
735.0,0.277,271.0,-47.4,1
736.0,0.037,286.0,-47.0,1
737.0,0.111,293.0,-47.1,1
738.0,0.444,290.0,-46.9,1
739.0,0.203,221.0,-46.7,1
740.0,0.425,262.0,-46.7,1
741.0,0.666,294.0,-46.4,1
742.0,0.185,278.0,-46.2,1
743.0,0.314,270.0,-45.7,2
744.0,0.111,275.0,-45.6,1
745.0,0.148,317.0,-45.4,1
746.0,0.259,304.0,-45.2,2
747.0,0.203,232.0,-44.8,1
748.0,0.167,282.0,-44.9,1
749.0,0.5,283.0,-44.7,1
750.0,0.833,300.0,-43.6,1
751.0,0.741,278.0,-43.9,1
752.0,0.167,303.0,-44.0,1
753.0,0.815,315.0,-43.6,2
754.0,0.333,272.0,-43.5,1
755.0,0.204,290.0,-43.3,2
756.0,0.704,232.0,-43.1,1
757.0,0.241,282.0,-42.9,2
758.0,0.37,299.0,-42.5,1
759.0,0.093,286.0,-42.4,1
760.0,0.37,329.0,-42.2,1
761.0,0.296,257.0,-42.0,1
762.0,0.167,303.0,-41.7,1
763.0,0.296,277.0,-41.2,1
764.0,0.167,283.0,-41.0,1
765.0,0.241,262.0,-40.9,1
766.0,0.074,277.0,-40.8,1
767.0,0.352,55.0,-40.5,0
768.0,0.315,279.0,-39.9,0
769.0,0.148,271.0,-39.8,0
770.0,0.37,5.0,-39.6,1
771.0,0.148,275.0,-39.4,1
772.0,0.704,41.0,-39.1,1
773.0,0.611,258.0,-38.6,1
774.0,1.352,189.0,-38.5,1
775.0,0.333,229.0,-38.3,0
776.0,0.019,269.0,-38.0,0
777.0,0.5,356.0,-37.7,0
778.0,0.278,16.0,-37.8,0
779.0,0.407,269.0,-37.5,1
780.0,0.352,330.0,-37.2,1
781.0,0.167,284.0,-36.9,0
782.0,0.222,303.0,-36.8,1
783.0,0.519,283.0,-36.7,2
784.0,0.185,259.0,-36.1,1
785.0,0.37,286.0,-36.0,1
786.0,0.13,266.0,-35.6,0
787.0,0.148,310.0,-35.5,1
788.0,0.167,326.0,-35.3,1
789.0,1.093,340.0,-35.1,0
790.0,0.333,285.0,-35.0,0
791.0,0.056,313.0,-34.8,0
792.0,1.0,307.0,-34.6,0
793.0,2.148,276.0,-34.5,0
794.0,1.093,263.0,-34.2,0
