image,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,gndvi,green_red_ratio,ndre,entropy,green,homogeneity,asm
1,516.0,2,32.91527148998415,35.100143193188806,27/05/2011,59,,,,,,,,
1,517.0,2,32.915278593474596,35.100011481609435,27/05/2011,59,,,,,,,,
1,518.0,1,32.9152776330975,35.09983338402476,27/05/2011,59,,,,,,,,
1,519.0,1,32.9152890295596,35.09966018938097,27/05/2011,59,,,,,,,,
1,520.0,1,32.915288916256436,35.099525065384995,27/05/2011,59,,,,,,,,
1,521.0,1,32.91528443020068,35.09933692316373,27/05/2011,59,,,,,,,,
1,522.0,1,32.91529148244396,35.09914534644079,27/05/2011,59,,,,,,,,
1,523.0,1,32.91529276366222,35.09895377653136,27/05/2011,59,,,,,,,,
1,524.0,1,32.915295523401916,35.0988049656636,27/05/2011,59,,,,,,,,
1,525.0,1,32.915301446972315,35.098665772205926,27/05/2011,59,,,,,,,,
1,526.0,1,32.91529055255443,35.09847154422303,27/05/2011,59,,,,,,,,
1,527.0,1,32.915306925133805,35.09832047216363,27/05/2011,59,,,,,,,,
1,528.0,1,32.91531641834429,35.09813829977589,27/05/2011,59,,,,,,,,
1,529.0,1,32.9153220435467,35.097967249791864,27/05/2011,59,,,,,,,,
1,530.0,1,32.91532639951155,35.09778839745902,27/05/2011,59,,,,,,,,
1,531.0,1,32.91533039911641,35.09761489063947,27/05/2011,59,,,,,,,,
1,532.0,1,32.915333221818095,35.09743614701981,27/05/2011,59,,,,,,,,
1,533.0,1,32.91533172629532,35.09726916781765,27/05/2011,59,,,,,,,,
1,534.0,2,32.91508791745585,35.09716961530696,27/05/2011,59,,,,,,,,
1,535.0,2,32.91508862430754,35.097363106634795,27/05/2011,59,,,,,,,,
1,536.0,2,32.91508878089806,35.09754612225509,27/05/2011,59,,,,,,,,
1,537.0,2,32.915085520975076,35.09774100806956,27/05/2011,59,,,,,,,,
1,538.0,2,32.91507855194451,35.09792189418231,27/05/2011,59,,,,,,,,
1,539.0,2,32.915084934468446,35.098110995742054,27/05/2011,59,,,,,,,,
1,540.0,2,32.915077601690676,35.098288889010675,27/05/2011,59,,,,,,,,
1,541.0,2,32.915079379219236,35.09847104746736,27/05/2011,59,,,,,,,,
1,542.0,2,32.915075752300105,35.09866016097198,27/05/2011,59,,,,,,,,
1,543.0,2,32.91506864878764,35.09879016192873,27/05/2011,59,,,,,,,,
1,544.0,2,32.9150722402097,35.09898568094525,27/05/2011,59,,,,,,,,
1,545.0,2,32.91506040725295,35.09917480412539,27/05/2011,59,,,,,,,,
1,546.0,2,32.915065425394396,35.09935204125902,27/05/2011,59,,,,,,,,
1,547.0,2,32.9150696371568,35.09953569346828,27/05/2011,59,,,,,,,,
1,548.0,2,32.91506157536897,35.0997068526416,27/05/2011,59,,,,,,,,
1,549.0,1,32.915058843162214,35.099889871611325,27/05/2011,59,,,,,,,,
1,550.0,1,32.91505611497029,35.10007802184818,27/05/2011,59,,,,,,,,
1,551.0,2,32.91484879217221,35.10015363060901,27/05/2011,59,,,,,,,,
1,552.0,3,32.914844920372225,35.0999441082705,27/05/2011,59,,,,,,,,
1,553.0,3,32.91484909820609,35.0997645088886,27/05/2011,59,,,,,,,,
