image,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,gndvi,green_red_ratio,ndre,entropy,green,homogeneity,asm
1,1.0,3,33.18337729267267,35.581710011902466,17/06/2011,46,0.520819006609895,0.531672862376903,0.9712095098155489,0.3240988804336553,3.1486850162569415,409.77777777777777,0.28818905332546957,0.1953125
1,2.0,2,33.04111157253057,35.61469425177031,17/06/2011,46,,,,,,,,
1,2.0,3,33.04111157253057,35.61469425177031,17/06/2011,46,,,,,,,,
1,3.0,1,33.04098767078092,35.614753626822946,17/06/2011,46,,,,,,,,
1,3.0,3,33.04098767078092,35.614753626822946,17/06/2011,46,,,,,,,,
1,4.0,1,33.04087116172118,35.61481325009537,17/06/2011,46,,,,,,,,
1,4.0,3,33.04087116172118,35.61481325009537,17/06/2011,46,,,,,,,,
1,5.0,1,33.04075176704131,35.6148729668822,17/06/2011,46,,,,,,,,
1,5.0,3,33.04075176704131,35.6148729668822,17/06/2011,46,,,,,,,,
1,6.0,1,33.04063546854169,35.614923384337565,17/06/2011,46,,,,,,,,
1,6.0,3,33.04063546854169,35.614923384337565,17/06/2011,46,,,,,,,,
1,7.0,1,33.04051218373341,35.61498704369663,17/06/2011,46,,,,,,,,
1,7.0,3,33.04051218373341,35.61498704369663,17/06/2011,46,,,,,,,,
1,8.0,0,33.0403854149212,35.615040837950374,17/06/2011,46,,,,,,,,
1,8.0,3,33.0403854149212,35.615040837950374,17/06/2011,46,,,,,,,,
1,9.0,0,33.040273944667824,35.61510358832561,17/06/2011,46,,,,,,,,
1,9.0,3,33.040273944667824,35.61510358832561,17/06/2011,46,,,,,,,,
1,10.0,0,33.04015339639402,35.615157625241835,17/06/2011,46,,,,,,,,
1,10.0,3,33.04015339639402,35.615157625241835,17/06/2011,46,,,,,,,,
1,11.0,1,33.04003119236905,35.61522161010499,17/06/2011,46,,,,,,,,
1,11.0,3,33.04003119236905,35.61522161010499,17/06/2011,46,,,,,,,,
1,12.0,0,33.039904780580464,35.61527647590683,17/06/2011,46,,,,,,,,
1,12.0,3,33.039904780580464,35.61527647590683,17/06/2011,46,,,,,,,,
1,13.0,0,33.03978254591249,35.615322368656855,17/06/2011,46,,,,,,,,
1,13.0,3,33.03978254591249,35.615322368656855,17/06/2011,46,,,,,,,,
1,14.0,1,33.03964841762207,35.6153931489206,17/06/2011,46,,,,,,,,
1,14.0,3,33.03964841762207,35.6153931489206,17/06/2011,46,,,,,,,,
1,15.0,1,33.0395353351718,35.6154525722779,17/06/2011,46,,,,,,,,
1,15.0,3,33.0395353351718,35.6154525722779,17/06/2011,46,,,,,,,,
1,16.0,1,33.03942588640007,35.61550376946281,17/06/2011,46,,,,,,,,
1,16.0,3,33.03942588640007,35.61550376946281,17/06/2011,46,,,,,,,,
1,17.0,1,33.03932096307707,35.61554974206854,17/06/2011,46,,,,,,,,
