image,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,ndvi_std,gndvi,green_red_ratio,ndre,entropy,green,homogeneity,asm
1,1,0,33.141286912,35.604064998,04/06/2025,60,0.25685324266400467,0.022327703284680242,0.41397917945863627,0.7009354827870214,0.19545931315043838,4.434153522439333,853.8888888888889,0.2327452912943655,0.1328125
1,2,1,33.141094482,35.604051333,04/06/2025,60,0.3621786881666081,0.017053267067400884,0.48916703457084054,0.7328414655206877,0.27865809544989467,4.663320189106001,801.1111111111111,0.16383262841081686,0.125
1,3,0,33.141096643,35.60405209,04/06/2025,60,0.3556030503706722,0.01940094914789161,0.4834395151638933,0.7329309544044079,0.2758893932697928,4.461038815261277,799.5555555555555,0.22427841316532798,0.125
1,4,1,33.14089048,35.604042392,04/06/2025,60,0.3499768180795842,0.024543927286411946,0.483040737720901,0.7242843676077695,0.28224024255533814,3.9260947318578157,814.0,0.23791406909531662,0.14236111111111113
1,5,1,33.140682515,35.604029097,04/06/2025,60,0.36299447650413463,0.04691196475103008,0.4856955306135952,0.7418950705675267,0.2803480738663003,4.318959251335567,1237.6666666666667,0.3234652072887367,0.1371527777777778
1,6,1,33.140475232,35.60401586,04/06/2025,60,0.37076258092667086,0.03688048732100553,0.48988867239907397,0.7465174858997182,0.28853645869331374,1.9249935493429025,1275.4444444444443,0.7916666666666666,0.3315972222222222
1,7,1,33.14025896,35.604004345,04/06/2025,60,0.3490000884646979,0.03538796328429722,0.47268810008018725,0.7426561014305934,0.27167558156173705,4.431127542695028,1329.2222222222222,0.27809200603318257,0.12500000000000003
1,8,1,33.14006053,35.603991823,04/06/2025,60,0.34241410300916586,0.03070355953584019,0.4802627920694259,0.7173609326431477,0.2686383363194068,4.234898128338916,1327.7777777777778,0.32712104072398185,0.11805555555555555
1,9,1,33.139857173,35.603978323,04/06/2025,60,0.3364353715759036,0.04336383879814786,0.4719258599941031,0.7229771747507604,0.26805729311912735,4.85498125036058,1281.6666666666667,0.25707996651325205,0.12760416666666669
1,10,1,33.139658807,35.60396682,04/06/2025,60,0.37759752631529053,0.03890676667974844,0.49273331255452263,0.7520868818811444,0.2999914100118889,4.840199876515856,1181.6666666666667,0.1704568199421141,0.11458333333333334
1,11,1,33.139454662,35.603955217,04/06/2025,60,0.3625636847818633,0.047260603865426624,0.4865425156187562,0.7384461772509608,0.2763819222515776,3.9091591278514217,1162.4444444444443,0.1869352044352044,0.1388888888888889
1,12,1,33.13925451,35.603942585,04/06/2025,60,0.36310911285343905,0.05121934736777434,0.48079463682373613,0.7514903399313665,0.2980895689819516,4.846251836004468,1158.6666666666667,0.13286611838082424,0.1076388888888889
1,13,1,33.139058995,35.603930637,04/06/2025,60,0.3441540232951838,0.0507267059287686,0.465555043067616,0.7475666701327305,0.26886334523290933,3.8988242140723095,1188.6666666666667,0.19904151889446006,0.15104166666666669
1,14,1,33.138798595,35.603917333,04/06/2025,60,0.32357575772646086,0.04010043212953888,0.4507455935171275,0.7409291871100118,0.2539686346462625,4.596251836004467,1187.7777777777778,0.18578431372549015,0.11805555555555555
1,15,1,33.13859478,35.60390661,04/06/2025,60,0.34610886987456563,0.03996884426467259,0.46879951517905893,0.745442793023089,0.29085387541680185,3.760430680196888,1131.5555555555557,0.259712455668338,0.13628472222222224
1,16,0,33.138559323,35.603902088,04/06/2025,60,0.3426572368479797,0.03447823363869238,0.46952569509863434,0.7378691683509854,0.29315587170114704,3.600845695138842,752.1111111111111,0.2605613854411921,0.1623263888888889
1,17,0,33.138557745,35.603610512,04/06/2025,60,0.4570445511752123,0.007675779921607106,0.5411688244945622,0.7989588798115997,0.3570305525471458,3.78619146497717,676.2222222222222,0.2978079729368919,0.15885416666666666
1,18,0,33.138752198,35.603623265,04/06/2025,60,0.48575454338815693,0.009364920052406956,0.5722071743191365,0.7862447147858896,0.39381011460140364,3.7086246923214152,1051.7777777777778,0.4870098039215686,0.17708333333333334
1,19,0,33.138953912,35.603635937,04/06/2025,60,0.4914513401401095,0.009739396489477718,0.5669866240196452,0.8105173400681069,0.41126191264777406,4.292481250360579,1083.3333333333333,0.42708333333333337,0.13368055555555555
