image,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,gndvi,green_red_ratio,ndre,entropy,green,homogeneity,asm
1,2,0,33.129969208,35.641946852,23/05/2025,60,0.3635261712969667,0.44309802110003754,0.8268592867168916,0.28861827219971964,4.675687440010862,824.1111111111111,0.2781126431861726,0.1154513888888889
1,3,0,33.130132513,35.641997872,23/05/2025,60,0.37515600949733297,0.4621906347412546,0.8107946437653483,0.30148601988247936,4.4193721485946105,507.44444444444446,0.20465353349429205,0.12847222222222224
1,4,0,33.130629767,35.641888025,23/05/2025,60,0.4595000302863852,0.5155909007123575,0.8635718776644555,0.3333625167520319,3.9367722103366827,769.8888888888889,0.2868646304675716,0.1362847222222222
1,5,0,33.130460162,35.64183591,23/05/2025,60,0.505321995073892,0.5451978101942925,0.8962252883317873,0.3921765890943356,4.8193665431825226,754.3333333333334,0.32262443438914024,0.1154513888888889
1,6,0,33.130302077,35.641785553,23/05/2025,60,0.5419369075293239,0.5557980426686658,0.9613917640546066,0.38697217640127923,3.3283289525648923,757.4444444444445,0.5620098039215686,0.21875
1,7,0,33.13013566,35.641740683,23/05/2025,60,0.4884763088127069,0.524920010748012,0.907180237522582,0.37448346481729744,3.9886837669647575,802.3333333333334,0.37732843137254907,0.15538194444444445
1,8,0,33.129928818,35.641674958,23/05/2025,60,0.4899322007060507,0.5282494190279561,0.901886818820549,0.36807719024796204,4.819366543182522,793.4444444444445,0.3130656108597285,0.1154513888888889
1,9,0,33.130013228,35.641444272,23/05/2025,60,0.5029717771630042,0.5386789273208168,0.9067541169931589,0.3852538077633544,2.4308241319059887,810.2222222222222,0.6875,0.24479166666666666
1,10,0,33.130160123,35.641485933,23/05/2025,60,0.4765797231098046,0.5247084474005855,0.8797402668928563,0.3527256692231113,3.048949474083326,790.6666666666666,0.5020833333333333,0.2048611111111111
1,11,0,33.130287267,35.641526048,23/05/2025,60,0.48490291952582776,0.5191436296809518,0.9129571991750383,0.3601006071675081,3.5053395053978518,794.7777777777778,0.3488970588235294,0.15190972222222224
1,12,0,33.130417825,35.641564982,23/05/2025,60,0.49198739842063133,0.5240791544982635,0.9178135444498204,0.37488990777234704,4.403501365713554,799.8888888888889,0.4427696078431371,0.13368055555555555
1,13,0,33.130531453,35.641598925,23/05/2025,60,0.4858166679077523,0.5279931130989203,0.8926468779717605,0.36567099936016145,4.577572732832805,804.6666666666666,0.3920343137254902,0.11111111111111113
1,14,0,33.1305324,35.641599585,23/05/2025,60,0.4858166679077523,0.5279931130989203,0.8926468779717605,0.36567099936016145,4.577572732832805,804.6666666666666,0.3920343137254902,0.11111111111111113
1,15,0,33.130669182,35.641638927,23/05/2025,60,0.540305833594203,0.564805211898777,0.9321891687129038,0.39904191527401683,3.0666188279300868,809.2222222222222,0.6416666666666668,0.1953125
1,16,0,33.130827782,35.641688615,23/05/2025,60,0.5545550760530559,0.5621511214745764,0.9784828984247748,0.410312417650698,2.403722894455388,813.5555555555555,0.36875,0.3871527777777778
1,17,0,33.130976685,35.641731912,23/05/2025,60,0.534387034660027,0.5453013821821187,0.969732351415248,0.3985636596264456,3.4252801481639046,825.2222222222222,0.5145833333333333,0.16319444444444445
1,18,0,33.13112277,35.641773428,23/05/2025,60,0.5047622081322248,0.5411077795924388,0.9054246955086364,0.3756343387466479,3.2508400897267533,814.4444444444445,0.5064950980392158,0.1701388888888889
1,19,0,33.131285223,35.641825392,23/05/2025,60,0.4226891826039687,0.4738385622144495,0.880507800292393,0.3146351702431024,3.8848925229268274,836.6666666666666,0.3249151583710407,0.1449652777777778
1,20,0,33.131447075,35.641873242,23/05/2025,60,0.3950854321530744,0.45671995763356626,0.8602773786471536,0.297648002970206,3.0905219066490552,863.7777777777778,0.59375,0.2048611111111111
1,21,0,33.131711587,35.641713948,23/05/2025,60,0.4699595662454882,0.5111885857480118,0.8974894524905024,0.3503817541550189,4.223406066166137,816.5555555555555,0.3368740573152338,0.12586805555555555
1,22,0,33.131529885,35.641661073,23/05/2025,60,0.5328526103782232,0.542264156086552,0.9744172651980251,0.37909676401561393,4.192359712089615,793.1111111111111,0.25003770739064857,0.12847222222222224
1,23,0,33.13134376,35.641605153,23/05/2025,60,0.519892926739738,0.5481008952780879,0.9243259327742189,0.38238249449169825,3.6669733612273068,787.4444444444445,0.43333333333333335,0.15885416666666669
1,24,0,33.131183887,35.641554618,23/05/2025,60,0.5428320150721564,0.5579026401407298,0.9577550816601688,0.38815880431164834,4.075829233667537,794.5555555555555,0.4583333333333334,0.13020833333333334
1,25,0,33.131010425,35.641506768,23/05/2025,60,0.5498708637905357,0.5577221539535537,0.9779669873246747,0.40671267782264364,4.042612115783683,806.7777777777778,0.49374999999999997,0.14149305555555555
1,26,0,33.130817698,35.641449733,23/05/2025,60,0.5342357422800575,0.5568205103418437,0.9377986536756606,0.3934638608995701,3.0096897960373594,808.4444444444445,0.65625,0.1840277777777778
