"FID_","x","y","_cm","_cm_1","Q","SAT","HDOP","Elevation","cm_110msim","cm_50msim"
,35.248277,32.629288,137.814000,132.627000,8.000000,7.000000,1.200000,66.676000,1.378000,1.325999
,35.248272,32.629278,146.603000,137.432000,8.000000,7.000000,1.200000,66.677000,1.465999,1.373999
,35.248265,32.629265,155.743000,145.596000,8.000000,7.000000,1.200000,66.616000,1.557000,1.455999
,35.248256,32.629251,163.165000,150.127000,8.000000,7.000000,1.200000,66.560000,1.631999,1.501000
,35.248248,32.629235,161.603000,141.807000,8.000000,7.000000,1.200000,66.518000,1.616000,1.417999
,35.248240,32.629218,144.025000,130.010000,8.000000,7.000000,1.200000,66.399000,1.440000,1.299999
,35.248229,32.629197,137.032000,130.049000,8.000000,7.000000,1.200000,66.220000,1.370000,1.299999
,35.248219,32.629178,150.548000,146.807000,8.000000,7.000000,1.200000,66.100000,1.504999,1.468000
,35.248210,32.629159,156.134000,147.315000,8.000000,7.000000,1.200000,66.022000,1.560999,1.473000
,35.248199,32.629139,156.954000,149.854000,8.000000,7.000000,1.200000,65.950000,1.570000,1.498999
,35.248188,32.629121,156.759000,150.635000,8.000000,7.000000,1.200000,65.851000,1.567999,1.506000
,35.248177,32.629105,155.782000,147.666000,8.000000,7.000000,1.200000,65.771000,1.557999,1.476999
,35.248168,32.629091,153.907000,147.315000,8.000000,7.000000,1.200000,65.633000,1.539000,1.473000
,35.248158,32.629076,153.321000,146.573000,8.000000,7.000000,1.200000,65.523000,1.532999,1.465999
,35.248147,32.629058,154.337000,145.049000,8.000000,7.000000,1.200000,65.433000,1.542999,1.450000
,35.248134,32.629038,148.907000,142.080000,8.000000,7.000000,1.200000,65.332000,1.488999,1.421000
,35.248122,32.629019,151.720000,146.573000,8.000000,7.000000,1.200000,65.214000,1.516999,1.465999
,35.248109,32.629000,155.860000,146.455000,8.000000,7.000000,1.200000,65.065000,1.559000,1.465000
,35.248098,32.628981,150.587000,144.190000,8.000000,7.000000,1.200000,64.990000,1.506000,1.442000
,35.248085,32.628960,151.798000,143.174000,8.000000,7.000000,1.200000,64.890000,1.518000,1.432000
,35.248072,32.628942,151.915000,146.455000,8.000000,7.000000,1.200000,64.782000,1.519000,1.465000
,35.248057,32.628925,153.243000,145.908000,8.000000,7.000000,1.200000,64.660000,1.531999,1.458999
,35.248042,32.628908,150.235000,145.948000,8.000000,7.000000,1.200000,64.520000,1.501999,1.458999
,35.248030,32.628890,150.235000,149.346000,8.000000,7.000000,1.200000,64.397000,1.501999,1.493000
,35.248019,32.628871,150.040000,148.213000,8.000000,7.000000,1.200000,64.299000,1.500000,1.481999
,35.248009,32.628852,148.439000,149.190000,8.000000,7.000000,1.200000,64.196000,1.483999,1.491999
,35.247998,32.628834,145.743000,144.854000,8.000000,7.000000,1.200000,64.113000,1.457000,1.449000
,35.247987,32.628815,149.142000,147.510000,8.000000,7.000000,1.200000,63.953000,1.491000,1.475000
,35.247977,32.628797,155.235000,148.213000,8.000000,7.000000,1.200000,63.890000,1.552000,1.481999
,35.247966,32.628777,157.228000,152.158000,8.000000,7.000000,1.200000,63.780000,1.572000,1.521999
,35.247955,32.628757,158.009000,153.135000,8.000000,7.000000,1.200000,63.617000,1.580000,1.531000
,35.247943,32.628739,153.946000,150.479000,8.000000,7.000000,1.200000,63.519000,1.539000,1.504999
,35.247932,32.628721,152.814000,148.760000,8.000000,7.000000,1.200000,63.365000,1.527999,1.488000
,35.247922,32.628705,153.673000,151.026000,8.000000,7.000000,1.200000,63.231000,1.536999,1.509999
,35.247911,32.628689,157.540000,152.276000,8.000000,7.000000,1.200000,63.122000,1.575000,1.523000
,35.247901,32.628673,156.446000,152.158000,8.000000,7.000000,1.200000,63.064000,1.564000,1.521999
,35.247890,32.628656,156.251000,149.463000,8.000000,7.000000,1.200000,62.919000,1.562999,1.495000
,35.247880,32.628641,153.360000,145.401000,8.000000,7.000000,1.200000,62.789000,1.534000,1.453999
,35.247870,32.628625,157.579000,152.783000,8.000000,7.000000,1.200000,62.713000,1.575999,1.527999
,35.247860,32.628607,156.017000,153.448000,8.000000,7.000000,1.200000,62.694000,1.559999,1.534000
,35.247849,32.628590,153.868000,150.596000,8.000000,7.000000,1.200000,62.620000,1.539000,1.506000
,35.247838,32.628572,152.696000,146.104000,8.000000,7.000000,1.200000,62.536000,1.526999,1.460999
,35.247827,32.628553,153.282000,152.276000,8.000000,7.000000,1.200000,62.445000,1.532999,1.523000
,35.247816,32.628536,156.368000,156.143000,8.000000,7.000000,1.200000,62.341000,1.564000,1.560999
,35.247807,32.628519,155.040000,152.198000,8.000000,7.000000,1.200000,62.247000,1.549999,1.521999
,35.247796,32.628502,157.110000,152.783000,8.000000,7.000000,1.200000,62.132000,1.570999,1.527999
,35.247787,32.628486,157.423000,151.221000,8.000000,7.000000,1.200000,62.052000,1.574000,1.511999
,35.247777,32.628472,160.431000,153.799000,8.000000,7.000000,1.200000,61.958000,1.603999,1.537999
,35.247769,32.628459,163.634000,156.885000,8.000000,7.000000,1.200000,61.890000,1.636000,1.569000
,35.247760,32.628444,166.329000,156.885000,8.000000,7.000000,1.200000,61.833000,1.662999,1.569000
,35.247752,32.628432,169.142000,159.893000,8.000000,7.000000,1.200000,61.730000,1.690999,1.598999
,35.247744,32.628418,171.368000,161.455000,8.000000,7.000000,1.200000,61.684000,1.713999,1.615000
,35.247736,32.628404,173.751000,163.135000,8.000000,7.000000,1.200000,61.661000,1.738000,1.631000
,35.247728,32.628391,173.556000,161.377000,8.000000,7.000000,1.200000,61.572000,1.735999,1.613999
,35.247720,32.628379,172.384000,161.377000,8.000000,7.000000,1.200000,61.594000,1.723999,1.613999
,35.247711,32.628366,172.657000,162.666000,8.000000,7.000000,1.200000,61.540000,1.726999,1.626999
,35.247703,32.628353,173.556000,161.885000,8.000000,7.000000,1.200000,61.503000,1.735999,1.618999
,35.247695,32.628340,174.103000,161.885000,8.000000,7.000000,1.200000,61.460000,1.741000,1.618999
,35.247687,32.628327,174.884000,163.877000,8.000000,7.000000,1.200000,61.360000,1.748999,1.639000
,35.247678,32.628314,175.782000,166.221000,8.000000,7.000000,1.200000,61.338000,1.758000,1.661999
,35.247672,32.628302,178.243000,166.963000,8.000000,7.000000,1.200000,61.322000,1.781999,1.669999
,35.247667,32.628292,179.298000,167.549000,8.000000,7.000000,1.200000,61.291000,1.792999,1.674999
,35.247666,32.628291,180.626000,170.283000,8.000000,7.000000,1.200000,61.346000,1.805999,1.702999
,35.247666,32.628291,180.978000,170.596000,8.000000,7.000000,1.200000,61.428000,1.809999,1.705999
,35.247666,32.628291,181.056000,170.557000,8.000000,7.000000,1.200000,61.470000,1.810999,1.705999
,35.247666,32.628291,180.939000,170.752000,8.000000,7.000000,1.200000,61.521000,1.809000,1.707999
,35.247666,32.628291,180.939000,170.674000,8.000000,7.000000,1.200000,61.481000,1.809000,1.707000
,35.247666,32.628291,181.095000,170.713000,8.000000,7.000000,1.200000,61.438000,1.810999,1.707000
,35.247666,32.628291,181.525000,170.869000,8.000000,7.000000,1.200000,61.392000,1.815000,1.708999
,35.247667,32.628293,181.993000,169.932000,8.000000,7.000000,1.200000,60.920000,1.820000,1.699000
,35.247668,32.628296,184.103000,172.002000,8.000000,7.000000,1.200000,60.920000,1.840999,1.720000
,35.247678,32.628314,175.040000,162.979000,8.000000,7.000000,1.200000,60.834000,1.750000,1.629999
,35.247669,32.628302,168.556000,153.877000,8.000000,7.000000,1.200000,60.789000,1.685999,1.539000
,35.247659,32.628290,174.220000,158.955000,8.000000,7.000000,1.200000,60.742000,1.741999,1.590000
,35.247648,32.628277,177.853000,160.557000,8.000000,7.000000,1.200000,60.686000,1.779000,1.605999
,35.247638,32.628263,184.064000,164.151000,8.000000,7.000000,1.200000,60.588000,1.840999,1.641999
,35.247629,32.628249,185.079000,170.283000,8.000000,7.000000,1.200000,60.547000,1.850999,1.702999
,35.247621,32.628235,186.290000,170.205000,8.000000,7.000000,1.200000,60.547000,1.863000,1.702000
,35.247613,32.628221,185.235000,168.682000,8.000000,7.000000,1.200000,60.536000,1.851999,1.687000
,35.247605,32.628208,186.056000,170.088000,8.000000,7.000000,1.200000,60.500000,1.860999,1.700999
,35.247596,32.628191,187.931000,169.776000,8.000000,7.000000,1.200000,60.450000,1.878999,1.697999
,35.247586,32.628172,189.415000,172.393000,8.000000,7.000000,1.200000,60.453000,1.894000,1.723999
,35.247577,32.628155,194.025000,175.205000,8.000000,7.000000,1.200000,60.416000,1.940000,1.751999
,35.247565,32.628134,189.103000,170.127000,8.000000,7.000000,1.200000,60.446000,1.891000,1.700999
,35.247555,32.628115,188.556000,168.330000,8.000000,7.000000,1.200000,60.390000,1.886000,1.682999
,35.247545,32.628101,187.579000,169.658000,8.000000,7.000000,1.200000,60.257000,1.876000,1.697000
,35.247535,32.628085,187.384000,167.705000,8.000000,7.000000,1.200000,60.208000,1.873999,1.677000
,35.247522,32.628067,185.821000,163.643000,8.000000,7.000000,1.200000,60.130000,1.858000,1.636000
,35.247512,32.628051,152.696000,137.627000,8.000000,7.000000,1.200000,60.075000,1.526999,1.376000
,35.247502,32.628036,187.267000,166.455000,8.000000,7.000000,1.200000,60.001000,1.873000,1.664999
,35.247491,32.628017,191.837000,168.955000,8.000000,7.000000,1.200000,59.953000,1.917999,1.690000
,35.247482,32.628000,185.900000,164.385000,8.000000,7.000000,1.200000,59.975000,1.858999,1.644000
,35.247473,32.627983,182.189000,160.987000,8.000000,7.000000,1.200000,59.900000,1.822000,1.610000
,35.247462,32.627965,189.220000,170.244000,8.000000,7.000000,1.200000,59.841000,1.891999,1.702000
,35.247451,32.627947,190.392000,166.963000,8.000000,7.000000,1.200000,59.859000,1.904000,1.669999
,35.247442,32.627931,189.493000,165.674000,8.000000,7.000000,1.200000,59.797000,1.894999,1.656999
,35.247433,32.627916,190.353000,165.518000,8.000000,7.000000,1.200000,59.769000,1.904000,1.654999
,35.247424,32.627903,184.962000,162.510000,8.000000,7.000000,1.200000,59.721000,1.850000,1.625000
,35.247414,32.627889,180.235000,157.862000,8.000000,7.000000,1.200000,59.710000,1.802000,1.578999
,35.247405,32.627875,177.892000,156.065000,8.000000,7.000000,1.200000,59.689000,1.779000,1.560999
,35.247395,32.627859,181.759000,163.135000,8.000000,7.000000,1.200000,59.639000,1.817999,1.631000
,35.247386,32.627842,193.165000,171.807000,8.000000,7.000000,1.200000,59.551000,1.932000,1.718000
,35.247376,32.627824,188.868000,168.291000,8.000000,7.000000,1.200000,59.540000,1.889000,1.682999
,35.247364,32.627804,196.564000,172.823000,8.000000,7.000000,1.200000,59.461000,1.965999,1.728000
,35.247352,32.627784,200.548000,175.674000,8.000000,7.000000,1.200000,59.372000,2.005000,1.756999
,35.247340,32.627763,200.665000,172.588000,8.000000,7.000000,1.200000,59.311000,2.006999,1.725999
,35.247328,32.627744,201.564000,172.901000,8.000000,7.000000,1.200000,59.254000,2.016000,1.728999
,35.247316,32.627724,201.173000,174.737000,8.000000,7.000000,1.200000,59.268000,2.012000,1.746999
,35.247303,32.627704,213.282000,184.190000,8.000000,7.000000,1.200000,59.166000,2.132999,1.842000
,35.247291,32.627683,210.314000,181.260000,8.000000,7.000000,1.200000,59.167000,2.102999,1.812999
,35.247279,32.627664,214.025000,183.604000,8.000000,7.000000,1.200000,59.086000,2.140000,1.835999
,35.247269,32.627649,212.150000,178.604000,8.000000,7.000000,1.200000,59.031000,2.121999,1.786000
,35.247260,32.627634,207.931000,175.440000,8.000000,7.000000,1.200000,58.997000,2.078999,1.753999
,35.247251,32.627618,192.267000,167.705000,8.000000,7.000000,1.200000,58.942000,1.922999,1.677000
,35.247240,32.627600,189.415000,170.479000,8.000000,7.000000,1.200000,58.739000,1.894000,1.705000
,35.247229,32.627581,184.025000,155.323000,8.000000,7.000000,1.200000,58.789000,1.840000,1.552999
,35.247219,32.627564,169.884000,147.237000,8.000000,7.000000,1.200000,58.753000,1.699000,1.472000
,35.247208,32.627547,163.868000,142.588000,8.000000,7.000000,1.200000,58.762000,1.639000,1.425999
,35.247197,32.627529,167.189000,150.830000,8.000000,7.000000,1.200000,58.737000,1.672000,1.508000
,35.247183,32.627508,173.946000,156.299000,8.000000,7.000000,1.200000,58.687000,1.738999,1.562999
,35.247170,32.627487,183.400000,160.752000,8.000000,7.000000,1.200000,58.690000,1.833999,1.608000
,35.247147,32.627448,193.009000,167.393000,8.000000,7.000000,1.200000,58.624000,1.929999,1.674000
,35.247136,32.627429,196.603000,169.854000,8.000000,7.000000,1.200000,58.571000,1.965999,1.699000
,35.247124,32.627409,191.485000,167.315000,8.000000,7.000000,1.200000,58.546000,1.914999,1.672999
,35.247113,32.627391,193.126000,165.635000,8.000000,7.000000,1.200000,58.489000,1.930999,1.656000
,35.247102,32.627372,191.173000,167.901000,8.000000,7.000000,1.200000,58.458000,1.911999,1.679000
,35.247091,32.627355,184.337000,159.541000,8.000000,7.000000,1.200000,58.468000,1.843000,1.595000
,35.247079,32.627337,183.243000,159.971000,8.000000,7.000000,1.200000,58.398000,1.832000,1.600000
,35.247067,32.627318,181.876000,159.815000,8.000000,7.000000,1.200000,58.404000,1.819000,1.598000
,35.247055,32.627298,184.181000,161.494000,8.000000,7.000000,1.200000,58.400000,1.842000,1.615000
,35.247043,32.627278,181.993000,158.838000,8.000000,7.000000,1.200000,58.320000,1.820000,1.588000
,35.247031,32.627257,172.306000,150.127000,8.000000,7.000000,1.200000,58.350000,1.723000,1.501000
,35.247019,32.627237,177.150000,156.065000,8.000000,7.000000,1.200000,58.364000,1.771000,1.560999
,35.247006,32.627215,176.446000,154.229000,8.000000,7.000000,1.200000,58.350000,1.764000,1.542000
,35.246994,32.627194,174.220000,155.010000,8.000000,7.000000,1.200000,58.290000,1.741999,1.549999
,35.246981,32.627172,170.978000,151.768000,8.000000,7.000000,1.200000,58.245000,1.710000,1.518000
,35.246968,32.627150,163.282000,144.463000,8.000000,7.000000,1.200000,58.279000,1.633000,1.445000
,35.246955,32.627128,154.337000,140.244000,8.000000,7.000000,1.200000,58.219000,1.542999,1.401999
,35.246943,32.627105,158.712000,147.393000,8.000000,7.000000,1.200000,58.232000,1.587000,1.473999
,35.246932,32.627083,159.845000,148.604000,8.000000,7.000000,1.200000,58.176000,1.598000,1.485999
,35.246921,32.627062,164.064000,150.557000,8.000000,7.000000,1.200000,58.172000,1.641000,1.506000
,35.246910,32.627041,165.079000,146.807000,8.000000,7.000000,1.200000,58.140000,1.651000,1.468000
,35.246899,32.627021,166.564000,150.088000,8.000000,7.000000,1.200000,58.113000,1.666000,1.501000
,35.246887,32.627001,167.267000,149.073000,8.000000,7.000000,1.200000,58.086000,1.672999,1.491000
,35.246875,32.626981,170.860000,150.791000,8.000000,7.000000,1.200000,58.073000,1.708999,1.508000
,35.246863,32.626961,165.196000,150.088000,8.000000,7.000000,1.200000,58.067000,1.651999,1.501000
,35.246851,32.626941,174.767000,152.901000,8.000000,7.000000,1.200000,58.066000,1.748000,1.529000
,35.246838,32.626921,166.837000,150.596000,8.000000,7.000000,1.200000,58.037000,1.667999,1.506000
,35.246826,32.626901,164.767000,146.729000,8.000000,7.000000,1.200000,58.010000,1.648000,1.467000
,35.246813,32.626879,159.884000,144.658000,8.000000,7.000000,1.200000,57.995000,1.598999,1.447000
,35.246800,32.626858,160.509000,144.541000,8.000000,7.000000,1.200000,57.962000,1.605000,1.445000
,35.246788,32.626837,160.040000,144.346000,8.000000,7.000000,1.200000,57.934000,1.600000,1.442999
,35.246777,32.626817,160.626000,145.440000,8.000000,7.000000,1.200000,57.946000,1.605999,1.453999
,35.246764,32.626797,157.501000,142.432000,8.000000,7.000000,1.200000,57.928000,1.575000,1.424000
,35.246753,32.626777,149.337000,133.721000,8.000000,7.000000,1.200000,57.907000,1.493000,1.337000
,35.246740,32.626757,147.892000,131.885000,8.000000,7.000000,1.200000,57.899000,1.478999,1.319000
,35.246728,32.626737,146.446000,132.627000,8.000000,7.000000,1.200000,57.847000,1.463999,1.325999
,35.246716,32.626717,152.267000,135.283000,8.000000,7.000000,1.200000,57.860000,1.523000,1.353000
,35.246704,32.626696,154.064000,137.901000,8.000000,7.000000,1.200000,57.839000,1.541000,1.378999
,35.246692,32.626676,159.103000,142.276000,8.000000,7.000000,1.200000,57.803000,1.590999,1.422999
,35.246680,32.626655,149.650000,135.948000,8.000000,7.000000,1.200000,57.811000,1.496999,1.358999
,35.246667,32.626634,150.353000,139.346000,8.000000,7.000000,1.200000,57.760000,1.503999,1.393000
,35.246655,32.626614,152.228000,138.721000,8.000000,7.000000,1.200000,57.760000,1.521999,1.386999
,35.246643,32.626594,154.767000,140.713000,8.000000,7.000000,1.200000,57.712000,1.547999,1.406999
,35.246630,32.626573,157.306000,139.385000,8.000000,7.000000,1.200000,57.710000,1.572999,1.394000
,35.246618,32.626552,152.618000,137.237000,8.000000,7.000000,1.200000,57.681000,1.526000,1.371999
,35.246606,32.626532,150.196000,137.354000,8.000000,7.000000,1.200000,57.640000,1.501999,1.373999
,35.246594,32.626512,147.657000,136.143000,8.000000,7.000000,1.200000,57.583000,1.476999,1.360999
,35.246582,32.626491,145.821000,133.877000,8.000000,7.000000,1.200000,57.580000,1.457999,1.338999
,35.246570,32.626471,149.298000,135.635000,8.000000,7.000000,1.200000,57.547000,1.493000,1.355999
,35.246558,32.626450,151.642000,138.252000,8.000000,7.000000,1.200000,57.512000,1.516000,1.383000
,35.246546,32.626430,151.681000,139.658000,8.000000,7.000000,1.200000,57.491000,1.516999,1.396999
,35.246533,32.626409,153.439000,140.713000,8.000000,7.000000,1.200000,57.429000,1.534000,1.406999
,35.246520,32.626386,151.017000,138.526000,8.000000,7.000000,1.200000,57.400000,1.509999,1.384999
,35.246507,32.626365,143.985000,132.119000,8.000000,7.000000,1.200000,57.382000,1.440000,1.320999
,35.246494,32.626344,145.860000,138.448000,8.000000,7.000000,1.200000,57.364000,1.458999,1.383999
,35.246482,32.626322,147.579000,135.049000,8.000000,7.000000,1.200000,57.310000,1.475999,1.350000
,35.246469,32.626301,142.892000,130.127000,8.000000,7.000000,1.200000,57.297000,1.429000,1.300999
,35.246457,32.626280,147.384000,134.815000,8.000000,7.000000,1.200000,57.245000,1.473999,1.348000
,35.246444,32.626258,153.400000,139.776000,8.000000,7.000000,1.200000,57.218000,1.534000,1.398000
,35.246431,32.626237,150.548000,137.471000,8.000000,7.000000,1.100000,57.175000,1.504999,1.375000
,35.246417,32.626215,149.845000,135.948000,8.000000,7.000000,1.100000,57.136000,1.498000,1.358999
,35.246405,32.626193,148.243000,139.112000,8.000000,7.000000,1.100000,57.122000,1.481999,1.391000
,35.246392,32.626171,153.985000,139.737000,8.000000,7.000000,1.100000,57.080000,1.539999,1.396999
,35.246379,32.626149,157.032000,143.487000,8.000000,7.000000,1.100000,57.020000,1.570000,1.434999
,35.246366,32.626126,158.517000,144.268000,8.000000,7.000000,1.100000,57.010000,1.585000,1.442999
,35.246354,32.626104,169.181000,154.815000,8.000000,7.000000,1.100000,56.896000,1.692000,1.547999
,35.246341,32.626083,169.728000,151.533000,8.000000,7.000000,1.100000,56.940000,1.697000,1.514999
,35.246329,32.626062,156.134000,138.096000,8.000000,7.000000,1.100000,56.962000,1.560999,1.381000
,35.246316,32.626041,152.150000,137.158000,8.000000,7.000000,1.100000,56.969000,1.521000,1.371999
,35.246303,32.626020,152.618000,138.916000,8.000000,7.000000,1.100000,56.916000,1.526000,1.389000
,35.246290,32.625998,149.493000,134.580000,8.000000,7.000000,1.100000,56.884000,1.495000,1.345999
,35.246278,32.625976,153.868000,138.448000,8.000000,7.000000,1.100000,56.799000,1.539000,1.383999
,35.246265,32.625954,156.056000,140.713000,8.000000,7.000000,1.100000,56.805000,1.560999,1.406999
,35.246252,32.625932,159.181000,141.104000,8.000000,7.000000,1.100000,56.760000,1.592000,1.411000
,35.246239,32.625910,160.275000,143.096000,8.000000,7.000000,1.100000,56.750000,1.603000,1.430999
,35.246226,32.625888,159.610000,142.901000,8.000000,7.000000,1.100000,56.706000,1.595999,1.429000
,35.246213,32.625867,154.962000,138.721000,8.000000,7.000000,1.100000,56.716000,1.549999,1.386999
,35.246200,32.625845,151.290000,135.518000,8.000000,7.000000,1.100000,56.716000,1.513000,1.355000
,35.246187,32.625824,149.962000,133.643000,8.000000,7.000000,1.100000,56.678000,1.500000,1.335999
,35.246173,32.625802,147.853000,131.377000,8.000000,7.000000,1.100000,56.680000,1.478999,1.314000
,35.246160,32.625782,146.603000,133.721000,8.000000,7.000000,1.100000,56.612000,1.465999,1.337000
,35.246147,32.625761,151.837000,138.018000,8.000000,7.000000,1.100000,56.602000,1.518000,1.379999
,35.246134,32.625739,157.032000,141.963000,8.000000,7.000000,1.100000,56.558000,1.570000,1.419999
,35.246120,32.625716,152.696000,140.948000,8.000000,7.000000,1.100000,56.545000,1.526999,1.409000
,35.246107,32.625695,161.056000,145.323000,8.000000,7.000000,1.100000,56.406000,1.610999,1.452999
,35.246095,32.625675,147.657000,137.276000,8.000000,7.000000,1.100000,56.401000,1.476999,1.373000
,35.246084,32.625656,127.189000,118.526000,8.000000,7.000000,1.100000,56.459000,1.271999,1.184999
,35.246072,32.625635,131.642000,125.791000,8.000000,7.000000,1.100000,56.357000,1.315999,1.258000
,35.246058,32.625612,144.220000,135.987000,8.000000,7.000000,1.100000,56.343000,1.442000,1.360000
,35.246044,32.625589,151.290000,143.018000,8.000000,7.000000,1.100000,56.297000,1.513000,1.429999
,35.246030,32.625566,150.548000,136.885000,8.000000,7.000000,1.100000,56.265000,1.504999,1.368999
,35.246014,32.625544,149.493000,137.823000,8.000000,7.000000,1.100000,56.207000,1.495000,1.378000
,35.245999,32.625521,152.892000,143.487000,8.000000,7.000000,1.100000,56.140000,1.529000,1.434999
,35.245985,32.625498,149.923000,139.580000,8.000000,7.000000,1.100000,56.112000,1.498999,1.396000
,35.245971,32.625474,141.837000,139.268000,8.000000,7.000000,1.100000,56.032000,1.417999,1.393000
,35.245958,32.625451,140.079000,136.924000,8.000000,7.000000,1.100000,55.993000,1.401000,1.368999
,35.245944,32.625428,149.728000,140.791000,8.000000,7.000000,1.100000,55.970000,1.496999,1.407999
,35.245931,32.625405,147.618000,138.448000,8.000000,7.000000,1.100000,55.930000,1.475999,1.383999
,35.245918,32.625382,151.446000,142.744000,8.000000,7.000000,1.100000,55.877000,1.514000,1.427000
,35.245905,32.625359,151.446000,141.455000,8.000000,7.000000,1.100000,55.847000,1.514000,1.414999
,35.245892,32.625336,153.985000,142.471000,8.000000,7.000000,1.100000,55.773000,1.539999,1.424999
,35.245879,32.625314,149.493000,138.994000,8.000000,7.000000,1.100000,55.748000,1.495000,1.389999
,35.245867,32.625292,142.501000,130.713000,8.000000,7.000000,1.100000,55.709000,1.424999,1.307000
,35.245856,32.625269,148.556000,137.940000,8.000000,7.000000,1.100000,55.599000,1.485999,1.378999
,35.245846,32.625244,148.243000,137.198000,8.000000,7.000000,1.100000,55.540000,1.481999,1.371999
,35.245838,32.625219,147.618000,136.690000,8.000000,7.000000,1.100000,55.440000,1.475999,1.366999
,35.245828,32.625195,144.689000,130.908000,8.000000,7.000000,1.100000,55.421000,1.447000,1.309000
,35.245818,32.625171,141.095000,129.346000,8.000000,7.000000,1.100000,55.390000,1.411000,1.292999
,35.245805,32.625148,140.275000,131.299000,8.000000,7.000000,1.100000,55.329000,1.402999,1.312999
,35.245792,32.625126,143.829000,135.479000,8.000000,7.000000,1.100000,55.281000,1.437999,1.355000
,35.245778,32.625104,141.525000,132.002000,8.000000,7.000000,1.100000,55.254000,1.414999,1.320000
,35.245764,32.625082,143.985000,133.330000,8.000000,7.000000,1.100000,55.190000,1.440000,1.332999
,35.245751,32.625059,141.212000,131.533000,8.000000,7.000000,1.100000,55.172000,1.411999,1.315000
,35.245737,32.625036,150.509000,140.401000,8.000000,7.000000,1.100000,55.114000,1.504999,1.404000
,35.245723,32.625013,153.556000,138.057000,8.000000,7.000000,1.100000,55.080000,1.536000,1.381000
,35.245710,32.624991,153.087000,140.205000,8.000000,7.000000,1.100000,55.031000,1.531000,1.401999
,35.245697,32.624969,145.587000,130.049000,8.000000,7.000000,1.100000,55.007000,1.455999,1.299999
,35.245685,32.624948,147.853000,136.026000,8.000000,7.000000,1.100000,54.947000,1.478999,1.360000
,35.245673,32.624927,147.462000,131.533000,8.000000,7.000000,1.100000,54.903000,1.475000,1.315000
,35.245661,32.624907,151.681000,134.307000,8.000000,7.000000,1.100000,54.840000,1.516999,1.343000
,35.245649,32.624887,148.048000,133.604000,8.000000,7.000000,1.100000,54.840000,1.480000,1.335999
,35.245637,32.624866,154.025000,138.291000,8.000000,7.000000,1.100000,54.814000,1.539999,1.383000
,35.245624,32.624845,156.720000,140.127000,8.000000,7.000000,1.100000,54.767000,1.567000,1.401000
,35.245611,32.624823,156.251000,138.838000,8.000000,7.000000,1.100000,54.720000,1.562999,1.388000
,35.245598,32.624802,151.017000,134.619000,8.000000,7.000000,1.100000,54.670000,1.509999,1.345999
,35.245585,32.624781,151.720000,135.205000,8.000000,7.000000,1.100000,54.619000,1.516999,1.351999
,35.245573,32.624759,147.150000,130.166000,8.000000,7.000000,1.100000,54.596000,1.472000,1.302000
,35.245559,32.624736,152.579000,136.299000,8.000000,7.000000,1.100000,54.523000,1.526000,1.363000
,35.245546,32.624713,150.118000,132.862000,8.000000,7.000000,1.100000,54.480000,1.501000,1.328999
,35.245532,32.624690,153.790000,137.158000,8.000000,7.000000,1.100000,54.413000,1.537999,1.371999
,35.245518,32.624668,152.345000,138.174000,8.000000,7.000000,1.100000,54.375000,1.523000,1.381999
,35.245504,32.624644,157.345000,144.580000,8.000000,7.000000,1.100000,54.333000,1.572999,1.445999
,35.245489,32.624620,160.040000,143.448000,8.000000,7.000000,1.100000,54.276000,1.600000,1.434000
,35.245475,32.624597,161.759000,144.776000,8.000000,7.000000,1.100000,54.220000,1.618000,1.447999
,35.245461,32.624574,155.548000,141.104000,8.000000,7.000000,1.100000,54.202000,1.554999,1.411000
,35.245448,32.624551,157.853000,139.385000,8.000000,7.000000,1.100000,54.141000,1.578999,1.394000
,35.245434,32.624527,154.376000,139.893000,8.000000,7.000000,1.100000,54.099000,1.544000,1.399000
,35.245420,32.624504,155.079000,142.862000,8.000000,7.000000,1.100000,54.068000,1.550999,1.429000
,35.245406,32.624480,159.767000,145.049000,8.000000,7.000000,1.100000,54.019000,1.598000,1.450000
,35.245393,32.624457,161.681000,145.557000,8.000000,7.000000,1.100000,53.995000,1.616999,1.455999
,35.245379,32.624434,159.493000,144.541000,8.000000,7.000000,1.100000,53.961000,1.595000,1.445000
,35.245366,32.624411,156.017000,140.948000,8.000000,7.000000,1.100000,53.947000,1.559999,1.409000
,35.245353,32.624389,159.298000,142.549000,8.000000,7.000000,1.100000,53.902000,1.593000,1.424999
,35.245340,32.624365,161.642000,145.440000,8.000000,7.000000,1.100000,53.875000,1.616000,1.453999
,35.245327,32.624342,155.587000,140.752000,8.000000,7.000000,1.100000,53.856000,1.555999,1.407999
,35.245313,32.624319,156.290000,141.299000,8.000000,7.000000,1.100000,53.815000,1.562999,1.412999
,35.245300,32.624296,155.939000,142.901000,8.000000,7.000000,1.100000,53.774000,1.559000,1.429000
,35.245287,32.624274,163.165000,147.588000,8.000000,7.000000,1.100000,53.699000,1.631999,1.475999
,35.245274,32.624251,158.712000,144.737000,8.000000,7.000000,1.100000,53.707000,1.587000,1.447000
,35.245260,32.624229,157.306000,144.502000,8.000000,7.000000,1.100000,53.651000,1.572999,1.445000
,35.245247,32.624208,149.376000,137.119000,8.000000,7.000000,1.100000,53.649000,1.493999,1.371000
,35.245234,32.624186,147.657000,139.424000,8.000000,7.000000,1.200000,53.630000,1.476999,1.394000
