Id,image1,image2,image3,image4,image5,image6,image7,image8
100609096.0,1,0,0,0,0,0,0,0
100609097.0,1,0,0,0,0,0,0,0
100609098.0,1,0,0,0,0,0,0,0
100609099.0,1,0,0,0,0,0,0,0
100609100.0,1,0,0,0,0,0,0,0
100609101.0,1,0,0,0,0,0,0,0
100609102.0,1,0,0,0,0,0,0,0
100609103.0,1,0,0,0,0,0,0,0
100609104.0,1,0,0,0,0,0,0,0
100609105.0,1,0,0,0,0,0,0,0
100609106.0,1,0,0,0,0,0,0,0
100609107.0,1,0,0,0,0,0,0,0
100609108.0,1,0,0,0,0,0,0,0
100609109.0,1,0,0,0,0,0,0,0
100609110.0,1,0,0,0,0,0,0,0
100609111.0,1,0,0,0,0,0,0,0
100609112.0,1,0,0,0,0,0,0,0
100609113.0,1,0,0,0,0,0,0,0
100609114.0,1,0,0,0,0,0,0,0
100609115.0,1,0,0,0,0,0,0,0
100609116.0,1,0,0,0,0,0,0,0
100609117.0,1,0,0,0,0,0,0,0
100609118.0,1,0,0,0,0,0,0,0
100609119.0,1,0,0,0,0,0,0,0
100609120.0,1,0,0,0,0,0,0,0
100609121.0,1,0,0,0,0,0,0,0
100609122.0,1,0,0,0,0,0,0,0
100609123.0,1,0,0,0,0,0,0,0
100609124.0,1,0,0,0,0,0,0,0
100609125.0,1,0,0,0,0,0,0,0
100609126.0,1,0,0,0,0,0,0,0
100609127.0,1,0,0,0,0,0,0,0
100609128.0,1,0,0,0,0,0,0,0
100609129.0,1,0,0,0,0,0,0,0
100609130.0,1,0,0,0,0,0,0,0
100609131.0,1,0,0,0,0,0,0,0
100609132.0,1,0,0,0,0,0,0,0
100609133.0,1,0,0,0,0,0,0,0
100609134.0,1,0,0,0,0,0,0,0
100609135.0,1,0,0,0,0,0,0,0
100609136.0,1,0,0,0,0,0,0,0
100609137.0,1,0,0,0,0,0,0,0
100609138.0,1,0,0,0,0,0,0,0
100609139.0,1,0,0,0,0,0,0,0
100609140.0,1,0,0,0,0,0,0,0
100609141.0,1,0,0,0,0,0,0,0
100609142.0,1,0,0,0,0,0,0,0
100609143.0,1,0,0,0,0,0,0,0
100609144.0,1,0,0,0,0,0,0,0
100609145.0,1,0,0,0,0,0,0,0
100609146.0,1,0,0,0,0,0,0,0
100609147.0,1,0,0,0,0,0,0,0
100609148.0,1,0,0,0,0,0,0,0
100609149.0,1,0,0,0,0,0,0,0
100609150.0,1,0,0,0,0,0,0,0
100609151.0,1,0,0,0,0,0,0,0
100609152.0,1,0,0,0,0,0,0,0
100609153.0,1,0,0,0,0,0,0,0
100609154.0,1,0,0,0,0,0,0,0
100609155.0,1,0,0,0,0,0,0,0
100609156.0,1,0,0,0,0,0,0,0
100609157.0,1,0,0,0,0,0,0,0
100609158.0,1,0,0,0,0,0,0,0
100609159.0,1,0,0,0,0,0,0,0
100609160.0,1,0,0,0,0,0,0,0
100609161.0,1,0,0,0,0,0,0,0
100609162.0,1,0,0,0,0,0,0,0
100609163.0,1,0,0,0,0,0,0,0
100609164.0,1,0,0,0,0,0,0,0
100609165.0,1,0,0,0,0,0,0,0
100609166.0,1,0,0,0,0,0,0,0
100609167.0,1,0,0,0,0,0,0,0
100609168.0,1,0,0,0,0,0,0,0
100609169.0,1,0,0,0,0,0,0,0
100609170.0,1,0,0,0,0,0,0,0
100609171.0,1,0,0,0,0,0,0,0
100609172.0,1,0,0,0,0,0,0,0
100609173.0,1,0,0,0,0,0,0,0
100609174.0,1,0,0,0,0,0,0,0
100609175.0,1,0,0,0,0,0,0,0
100609176.0,1,0,0,0,0,0,0,0
100609177.0,1,0,0,0,0,0,0,0
100609178.0,1,0,0,0,0,0,0,0
100609179.0,1,0,0,0,0,0,0,0
100609180.0,1,0,0,0,0,0,0,0
100609181.0,1,0,0,0,0,0,0,0
100609182.0,1,0,0,0,0,0,0,0
100609183.0,1,0,0,0,0,0,0,0
100609184.0,1,0,0,0,0,0,0,0
100609185.0,1,0,0,0,0,0,0,0
100609186.0,1,0,0,0,0,0,0,0
100609187.0,1,0,0,0,0,0,0,0
100609188.0,1,0,0,0,0,0,0,0
100609189.0,1,0,0,0,0,0,0,0
100609190.0,1,0,0,0,0,0,0,0
100609191.0,1,0,0,0,0,0,0,0
100609192.0,1,0,0,0,0,0,0,0
100609193.0,1,0,0,0,0,0,0,0
100609194.0,1,0,0,0,0,0,0,0
100609195.0,1,0,0,0,0,0,0,0
100609196.0,1,0,0,0,0,0,0,0
100609197.0,1,0,0,0,0,0,0,0
100609198.0,1,0,0,0,0,0,0,0
100609199.0,1,0,0,0,0,0,0,0
100609200.0,1,0,0,0,0,0,0,0
100609201.0,1,0,0,0,0,0,0,0
100609202.0,1,0,0,0,0,0,0,0
100609203.0,1,0,0,0,0,0,0,0
100609204.0,1,0,0,0,0,0,0,0
100609205.0,1,0,0,0,0,0,0,0
100609206.0,1,0,0,0,0,0,0,0
100609207.0,1,0,0,0,0,0,0,0
100609208.0,1,0,0,0,0,0,0,0
100609209.0,1,0,0,0,0,0,0,0
100609210.0,1,0,0,0,0,0,0,0
100609211.0,1,0,0,0,0,0,0,0
100609212.0,1,0,0,0,0,0,0,0
100609213.0,1,0,0,0,0,0,0,0
100609214.0,1,0,0,0,0,0,0,0
100609215.0,1,0,0,0,0,0,0,0
100609216.0,1,0,0,0,0,0,0,0
100609217.0,1,0,0,0,0,0,0,0
100609218.0,1,0,0,0,0,0,0,0
100609219.0,1,0,0,0,0,0,0,0
100609220.0,1,0,0,0,0,0,0,0
100609221.0,1,0,0,0,0,0,0,0
100609222.0,1,0,0,0,0,0,0,0
100609223.0,1,0,0,0,0,0,0,0
100609224.0,1,0,0,0,0,0,0,0
100609225.0,1,0,0,0,0,0,0,0
100609226.0,1,0,0,0,0,0,0,0
100609227.0,1,0,0,0,0,0,0,0
100609228.0,1,0,0,0,0,0,0,0
100609229.0,1,0,0,0,0,0,0,0
100609230.0,1,0,0,0,0,0,0,0
100609231.0,1,0,0,0,0,0,0,0
100609232.0,1,0,0,0,0,0,0,0
100609233.0,1,0,0,0,0,0,0,0
100609234.0,1,0,0,0,0,0,0,0
100609235.0,1,0,0,0,0,0,0,0
100609236.0,1,0,0,0,0,0,0,0
100609237.0,1,0,0,0,0,0,0,0
100609238.0,1,0,0,0,0,0,0,0
100609239.0,1,0,0,0,0,0,0,0
100609240.0,1,0,0,0,0,0,0,0
100609241.0,1,0,0,0,0,0,0,0
100609242.0,1,0,0,0,0,0,0,0
100609243.0,1,0,0,0,0,0,0,0
100609244.0,1,0,0,0,0,0,0,0
100609245.0,1,0,0,0,0,0,0,0
100609246.0,1,0,0,0,0,0,0,0
100609247.0,1,0,0,0,0,0,0,0
100609248.0,1,0,0,0,0,0,0,0
100609249.0,1,0,0,0,0,0,0,0
100609250.0,1,0,0,0,0,0,0,0
100609251.0,1,0,0,0,0,0,0,0
100609252.0,1,0,0,0,0,0,0,0
100609253.0,1,0,0,0,0,0,0,0
100609254.0,1,0,0,0,0,0,0,0
100609255.0,1,0,0,0,0,0,0,0
100609256.0,1,0,0,0,0,0,0,0
100609257.0,1,0,0,0,0,0,0,0
100609258.0,1,0,0,0,0,0,0,0
100609259.0,1,0,0,0,0,0,0,0
100609260.0,1,0,0,0,0,0,0,0
100609261.0,1,0,0,0,0,0,0,0
100609262.0,1,0,0,0,0,0,0,0
100609263.0,1,0,0,0,0,0,0,0
100609264.0,1,0,0,0,0,0,0,0
100609265.0,1,0,0,0,0,0,0,0
100609266.0,1,0,0,0,0,0,0,0
100609267.0,1,0,0,0,0,0,0,0
100609268.0,1,0,0,0,0,0,0,0
100609269.0,1,0,0,0,0,0,0,0
100609270.0,1,0,0,0,0,0,0,0
